162 ms ; init
4035971 ms ; Button pressed (no action triggered)
4036203 ms ; Button pressed (no action triggered)
4037735 ms ; Button pressed (no action triggered)
4037898 ms ; Button pressed (no action triggered)
4039044 ms ; Button pressed - Motor activated
4040502 ms ; Button pressed (while motor running)
4041020 ms ; Button pressed (while motor running)
4041283 ms ; Button pressed (while motor running)
4041559 ms ; Button pressed (while motor running)
4041838 ms ; Button pressed (while motor running)
4042133 ms ; Button pressed (while motor running)
4042790 ms ; Button pressed (while motor running)
4043051 ms ; Motor stopped - Micro switch triggered
4043129 ms ; Button pressed (no action triggered)
4043427 ms ; Button pressed (no action triggered)
4043682 ms ; Button pressed (no action triggered)
4043910 ms ; Button pressed (no action triggered)
4044222 ms ; Button pressed (no action triggered)
4044497 ms ; Button pressed (no action triggered)
4044767 ms ; Button pressed (no action triggered)
4045074 ms ; Button pressed (no action triggered)
4045359 ms ; Button pressed (no action triggered)
4045619 ms ; Button pressed (no action triggered)
4045867 ms ; Button pressed (no action triggered)
4046091 ms ; Button pressed (no action triggered)
4046351 ms ; Button pressed (no action triggered)
4046606 ms ; Button pressed (no action triggered)
4046858 ms ; Button pressed (no action triggered)
4047125 ms ; Button pressed (no action triggered)
4047380 ms ; Button pressed (no action triggered)
4047650 ms ; Button pressed (no action triggered)
4047920 ms ; Button pressed (no action triggered)
4048167 ms ; Button pressed (no action triggered)
4048769 ms ; Button pressed (no action triggered)
4049028 ms ; Button pressed (no action triggered)
4049288 ms ; Button pressed (no action triggered)
4049572 ms ; Button pressed (no action triggered)
4049858 ms ; Button pressed (no action triggered)
4050157 ms ; Button pressed (no action triggered)
4050438 ms ; Button pressed (no action triggered)
4050752 ms ; Button pressed (no action triggered)
4051083 ms ; Button pressed (no action triggered)
4051403 ms ; Button pressed (no action triggered)
4051740 ms ; Button pressed (no action triggered)
4052064 ms ; Button pressed (no action triggered)
4052347 ms ; Button pressed (no action triggered)
4052640 ms ; Button pressed (no action triggered)
4052899 ms ; Button pressed (no action triggered)
4095979 ms ; Button pressed - Motor activated
4097223 ms ; Button pressed (while motor running)
4097634 ms ; Button pressed (while motor running)
4097956 ms ; Button pressed (while motor running)
4098283 ms ; Button pressed (while motor running)
4098609 ms ; Button pressed (while motor running)
4098956 ms ; Button pressed (while motor running)
4099308 ms ; Button pressed (while motor running)
4099638 ms ; Button pressed (while motor running)
4100048 ms ; Motor stopped - Micro switch triggered
4101578 ms ; Button pressed (no action triggered)
4101976 ms ; Button pressed (no action triggered)
4102858 ms ; Button pressed (no action triggered)
4104686 ms ; Button pressed (no action triggered)
4105626 ms ; Button pressed (no action triggered)
4106494 ms ; Button pressed (no action triggered)
4106903 ms ; Button pressed (no action triggered)
4107413 ms ; Button pressed (no action triggered)
4107897 ms ; Button pressed (no action triggered)
4108408 ms ; Button pressed (no action triggered)
4108952 ms ; Button pressed (no action triggered)
4109312 ms ; Button pressed (no action triggered)
4110613 ms ; Button pressed (no action triggered)
4117957 ms ; Button pressed (no action triggered)
4118680 ms ; Button pressed (no action triggered)
4119135 ms ; Button pressed (no action triggered)
4119716 ms ; Button pressed (no action triggered)
4123360 ms ; Button pressed (no action triggered)
4123901 ms ; Button pressed (no action triggered)
4127866 ms ; Button pressed (no action triggered)
4130349 ms ; Button pressed - Motor activated
4133511 ms ; Button pressed (while motor running)
4134132 ms ; Button pressed (while motor running)
4134366 ms ; Motor stopped - Micro switch triggered
4140839 ms ; Button pressed (no action triggered)
4141262 ms ; Button pressed (no action triggered)
4141948 ms ; Button pressed (no action triggered)
4142954 ms ; Button pressed (no action triggered)
4144097 ms ; Button pressed (no action triggered)
4144559 ms ; Button pressed (no action triggered)
4146231 ms ; Button pressed (no action triggered)
4146862 ms ; Button pressed (no action triggered)
4152547 ms ; Button pressed (no action triggered)
4153491 ms ; Button pressed (no action triggered)
4154359 ms ; Button pressed (no action triggered)
4154773 ms ; Button pressed (no action triggered)
4155169 ms ; Button pressed (no action triggered)
4155585 ms ; Button pressed (no action triggered)
4156580 ms ; Button pressed (no action triggered)
4156999 ms ; Button pressed (no action triggered)
4157304 ms ; Button pressed (no action triggered)
4162550 ms ; Button pressed (no action triggered)
4167573 ms ; Button pressed - Motor activated
4169873 ms ; Button pressed (while motor running)
4170188 ms ; Button pressed (while motor running)
4171049 ms ; Button pressed (while motor running)
4171618 ms ; Motor stopped - Micro switch triggered
4180467 ms ; Button pressed (no action triggered)
4180824 ms ; Button pressed (no action triggered)
4181091 ms ; Button pressed (no action triggered)
4181527 ms ; Button pressed (no action triggered)
4190712 ms ; Button pressed (no action triggered)
4190960 ms ; Button pressed (no action triggered)
4191187 ms ; Button pressed (no action triggered)
4191432 ms ; Button pressed (no action triggered)
4193545 ms ; Button pressed (no action triggered)
4198844 ms ; Button pressed (no action triggered)
4199942 ms ; Button pressed (no action triggered)
4203471 ms ; Button pressed - Motor activated
4206601 ms ; Button pressed (while motor running)
4207504 ms ; Motor stopped - Micro switch triggered
4208367 ms ; Button pressed (no action triggered)
4209068 ms ; Button pressed (no action triggered)
4210323 ms ; Button pressed (no action triggered)
4230804 ms ; Button pressed (no action triggered)
4232501 ms ; Button pressed (no action triggered)
4232812 ms ; Button pressed (no action triggered)
4238192 ms ; Button pressed - Motor activated
4242184 ms ; Motor stopped - Micro switch triggered
4263812 ms ; Button pressed (no action triggered)
4264364 ms ; Button pressed (no action triggered)
4264735 ms ; Button pressed (no action triggered)
4264991 ms ; Button pressed (no action triggered)
4265558 ms ; Button pressed (no action triggered)
4266268 ms ; Button pressed (no action triggered)
4281318 ms ; Button pressed - Motor activated
4284393 ms ; Button pressed (while motor running)
4285364 ms ; Motor stopped - Micro switch triggered
4286976 ms ; Button pressed (no action triggered)
4287235 ms ; Button pressed (no action triggered)
4287509 ms ; Button pressed (no action triggered)
4288161 ms ; Button pressed (no action triggered)
4289238 ms ; Button pressed (no action triggered)
4290367 ms ; Button pressed (no action triggered)
4290667 ms ; Button pressed (no action triggered)
4290905 ms ; Button pressed (no action triggered)
4292767 ms ; Button pressed (no action triggered)
4293112 ms ; Button pressed (no action triggered)
4295744 ms ; Button pressed (no action triggered)
4295996 ms ; Button pressed (no action triggered)
4296666 ms ; Button pressed (no action triggered)
4298977 ms ; Button pressed (no action triggered)
4299456 ms ; Button pressed (no action triggered)
4300220 ms ; Button pressed (no action triggered)
4312714 ms ; Button pressed (no action triggered)
4332464 ms ; Button pressed - Motor activated
4335009 ms ; Button pressed (while motor running)
4336470 ms ; Motor stopped - Micro switch triggered
4338673 ms ; Button pressed (no action triggered)
4344871 ms ; Button pressed (no action triggered)
4354434 ms ; Button pressed (no action triggered)
4354924 ms ; Button pressed (no action triggered)
4356361 ms ; Button pressed (no action triggered)
4359484 ms ; Button pressed (no action triggered)
4359792 ms ; Button pressed (no action triggered)
4360013 ms ; Button pressed (no action triggered)
4360214 ms ; Button pressed (no action triggered)
4360403 ms ; Button pressed (no action triggered)
4362309 ms ; Button pressed (no action triggered)
4362594 ms ; Button pressed (no action triggered)
4362843 ms ; Button pressed (no action triggered)
4363079 ms ; Button pressed (no action triggered)
4363323 ms ; Button pressed (no action triggered)
4363553 ms ; Button pressed (no action triggered)
4363813 ms ; Button pressed (no action triggered)
4364106 ms ; Button pressed (no action triggered)
4364534 ms ; Button pressed (no action triggered)
4364797 ms ; Button pressed (no action triggered)
4365114 ms ; Button pressed (no action triggered)
4365399 ms ; Button pressed (no action triggered)
4365586 ms ; Button pressed (no action triggered)
4421677 ms ; Button pressed - Motor activated
4425731 ms ; Motor stopped - Micro switch triggered
4426925 ms ; Button pressed (no action triggered)
4428341 ms ; Button pressed (no action triggered)
4430923 ms ; Button pressed (no action triggered)
4431760 ms ; Button pressed (no action triggered)
4431981 ms ; Button pressed (no action triggered)
4432252 ms ; Button pressed (no action triggered)
4432882 ms ; Button pressed (no action triggered)
4443115 ms ; Button pressed (no action triggered)
4447572 ms ; Button pressed (no action triggered)
4447954 ms ; Button pressed (no action triggered)
4448188 ms ; Button pressed (no action triggered)
4475896 ms ; Button pressed - Motor activated
4479880 ms ; Motor stopped - Micro switch triggered
4489641 ms ; Button pressed (no action triggered)
4513824 ms ; Button pressed - Motor activated
4516355 ms ; Button pressed (while motor running)
4517884 ms ; Motor stopped - Micro switch triggered
4519889 ms ; Button pressed (no action triggered)
4525739 ms ; Button pressed (no action triggered)
4526078 ms ; Button pressed (no action triggered)
4526333 ms ; Button pressed (no action triggered)
4531693 ms ; Button pressed (no action triggered)
4540291 ms ; Button pressed (no action triggered)
4556904 ms ; Button pressed - Motor activated
4560939 ms ; Motor stopped - Micro switch triggered
4564633 ms ; Button pressed (no action triggered)
4568784 ms ; Button pressed (no action triggered)
4576368 ms ; Button pressed (no action triggered)
4583814 ms ; Button pressed (no action triggered)
4590835 ms ; Button pressed (no action triggered)
4593422 ms ; Button pressed - Motor activated
4597456 ms ; Motor stopped - Micro switch triggered
4632502 ms ; Button pressed - Motor activated
4633587 ms ; Button pressed (while motor running)
4634017 ms ; Button pressed (while motor running)
4634326 ms ; Button pressed (while motor running)
4634598 ms ; Button pressed (while motor running)
4634885 ms ; Button pressed (while motor running)
4635158 ms ; Button pressed (while motor running)
4635436 ms ; Button pressed (while motor running)
4635684 ms ; Button pressed (while motor running)
4635968 ms ; Button pressed (while motor running)
4636263 ms ; Button pressed (while motor running)
4636550 ms ; Motor stopped - Micro switch triggered
4636576 ms ; Button pressed (no action triggered)
4636862 ms ; Button pressed (no action triggered)
4637151 ms ; Button pressed (no action triggered)
4637430 ms ; Button pressed (no action triggered)
4637718 ms ; Button pressed (no action triggered)
4638005 ms ; Button pressed (no action triggered)
4638265 ms ; Button pressed (no action triggered)
4638530 ms ; Button pressed (no action triggered)
4638803 ms ; Button pressed (no action triggered)
4639108 ms ; Button pressed (no action triggered)
4639367 ms ; Button pressed (no action triggered)
4639644 ms ; Button pressed (no action triggered)
4639908 ms ; Button pressed (no action triggered)
4640138 ms ; Button pressed (no action triggered)
4640417 ms ; Button pressed (no action triggered)
4640768 ms ; Button pressed (no action triggered)
4643898 ms ; Button pressed (no action triggered)
4644206 ms ; Button pressed (no action triggered)
4644521 ms ; Button pressed (no action triggered)
4645070 ms ; Button pressed (no action triggered)
4645377 ms ; Button pressed (no action triggered)
4645660 ms ; Button pressed (no action triggered)
4650142 ms ; Button pressed (no action triggered)
4651206 ms ; Button pressed (no action triggered)
4652418 ms ; Button pressed (no action triggered)
4652747 ms ; Button pressed (no action triggered)
4653060 ms ; Button pressed (no action triggered)
4653389 ms ; Button pressed (no action triggered)
4653673 ms ; Button pressed (no action triggered)
4653959 ms ; Button pressed (no action triggered)
4654278 ms ; Button pressed (no action triggered)
4654587 ms ; Button pressed (no action triggered)
4654892 ms ; Button pressed (no action triggered)
4655226 ms ; Button pressed (no action triggered)
4655534 ms ; Button pressed (no action triggered)
4655886 ms ; Button pressed (no action triggered)
4656186 ms ; Button pressed (no action triggered)
4661653 ms ; Button pressed (no action triggered)
4666270 ms ; Button pressed (no action triggered)
4759313 ms ; Button pressed - Motor activated
4760404 ms ; Button pressed (while motor running)
4761424 ms ; Button pressed (while motor running)
4761957 ms ; Button pressed (while motor running)
4762505 ms ; Button pressed (while motor running)
4763358 ms ; Motor stopped - Micro switch triggered
4767923 ms ; Button pressed (no action triggered)
4768704 ms ; Button pressed (no action triggered)
4769113 ms ; Button pressed (no action triggered)
4769448 ms ; Button pressed (no action triggered)
4770368 ms ; Button pressed (no action triggered)
4770833 ms ; Button pressed (no action triggered)
4773443 ms ; Button pressed (no action triggered)
4774068 ms ; Button pressed (no action triggered)
4774779 ms ; Button pressed (no action triggered)
4776115 ms ; Button pressed (no action triggered)
4777880 ms ; Button pressed (no action triggered)
4779280 ms ; Button pressed (no action triggered)
4785794 ms ; Button pressed (no action triggered)
4786109 ms ; Button pressed (no action triggered)
4786739 ms ; Button pressed (no action triggered)
4787202 ms ; Button pressed (no action triggered)
4787696 ms ; Button pressed (no action triggered)
4788227 ms ; Button pressed (no action triggered)
4788690 ms ; Button pressed (no action triggered)
4789242 ms ; Button pressed (no action triggered)
4804456 ms ; Button pressed - Motor activated
4805677 ms ; Button pressed (while motor running)
4806112 ms ; Button pressed (while motor running)
4808503 ms ; Motor stopped - Micro switch triggered
4826417 ms ; Button pressed (no action triggered)
4826716 ms ; Button pressed (no action triggered)
4826993 ms ; Button pressed (no action triggered)
4827268 ms ; Button pressed (no action triggered)
4827547 ms ; Button pressed (no action triggered)
4832269 ms ; Button pressed (no action triggered)
4833098 ms ; Button pressed (no action triggered)
4833987 ms ; Button pressed (no action triggered)
4835197 ms ; Button pressed (no action triggered)
4836397 ms ; Button pressed (no action triggered)
4837811 ms ; Button pressed (no action triggered)
4840608 ms ; Button pressed - Motor activated
4841945 ms ; Button pressed (while motor running)
4843179 ms ; Button pressed (while motor running)
4844498 ms ; Button pressed (while motor running)
4844609 ms ; Motor stopped - Micro switch triggered
4846806 ms ; Button pressed (no action triggered)
4848033 ms ; Button pressed (no action triggered)
4860286 ms ; Button pressed (no action triggered)
4860774 ms ; Button pressed (no action triggered)
4861259 ms ; Button pressed (no action triggered)
4861961 ms ; Button pressed (no action triggered)
4862255 ms ; Button pressed (no action triggered)
4862473 ms ; Button pressed (no action triggered)
4862724 ms ; Button pressed (no action triggered)
4863012 ms ; Button pressed (no action triggered)
4863209 ms ; Button pressed (no action triggered)
4863411 ms ; Button pressed (no action triggered)
4863625 ms ; Button pressed (no action triggered)
4864149 ms ; Button pressed (no action triggered)
4913904 ms ; Button pressed - Motor activated
4916637 ms ; Button pressed (while motor running)
4916934 ms ; Button pressed (while motor running)
4917252 ms ; Button pressed (while motor running)
4917613 ms ; Button pressed (while motor running)
4917946 ms ; Motor stopped - Micro switch triggered
4918012 ms ; Button pressed (no action triggered)
4931101 ms ; Button pressed (no action triggered)
4940590 ms ; Button pressed (no action triggered)
4943154 ms ; Button pressed (no action triggered)
4944905 ms ; Button pressed (no action triggered)
4945282 ms ; Button pressed (no action triggered)
4945559 ms ; Button pressed (no action triggered)
4945783 ms ; Button pressed (no action triggered)
4946029 ms ; Button pressed (no action triggered)
4947537 ms ; Button pressed (no action triggered)
4948596 ms ; Button pressed - Motor activated
4949769 ms ; Button pressed (while motor running)
4950018 ms ; Button pressed (while motor running)
4950263 ms ; Button pressed (while motor running)
4950509 ms ; Button pressed (while motor running)
4950766 ms ; Button pressed (while motor running)
4950994 ms ; Button pressed (while motor running)
4951223 ms ; Button pressed (while motor running)
4951497 ms ; Button pressed (while motor running)
4951749 ms ; Button pressed (while motor running)
4951954 ms ; Button pressed (while motor running)
4952192 ms ; Button pressed (while motor running)
4952477 ms ; Button pressed (while motor running)
4952612 ms ; Motor stopped - Micro switch triggered
4985904 ms ; Button pressed - Motor activated
4989916 ms ; Motor stopped - Micro switch triggered
5016450 ms ; Button pressed (no action triggered)
5020407 ms ; Button pressed - Motor activated
5021891 ms ; Button pressed (while motor running)
5023544 ms ; Button pressed (while motor running)
5024325 ms ; Button pressed (while motor running)
5024455 ms ; Motor stopped - Micro switch triggered
5039643 ms ; Button pressed (no action triggered)
5040235 ms ; Button pressed (no action triggered)
5040529 ms ; Button pressed (no action triggered)
5040855 ms ; Button pressed (no action triggered)
5041398 ms ; Button pressed (no action triggered)
5041826 ms ; Button pressed (no action triggered)
5042345 ms ; Button pressed (no action triggered)
5043712 ms ; Button pressed (no action triggered)
5046354 ms ; Button pressed (no action triggered)
5048652 ms ; Button pressed (no action triggered)
5048873 ms ; Button pressed (no action triggered)
5049052 ms ; Button pressed (no action triggered)
5049219 ms ; Button pressed (no action triggered)
5049540 ms ; Button pressed (no action triggered)
5049762 ms ; Button pressed (no action triggered)
5050121 ms ; Button pressed (no action triggered)
5050483 ms ; Button pressed (no action triggered)
5051547 ms ; Button pressed (no action triggered)
5051820 ms ; Button pressed (no action triggered)
5052076 ms ; Button pressed (no action triggered)
5052218 ms ; Button pressed (no action triggered)
5054622 ms ; Button pressed - Motor activated
5057620 ms ; Button pressed (while motor running)
5058080 ms ; Button pressed (while motor running)
5058628 ms ; Motor stopped - Micro switch triggered
5062580 ms ; Button pressed (no action triggered)
5063033 ms ; Button pressed (no action triggered)
5065997 ms ; Button pressed (no action triggered)
5066360 ms ; Button pressed (no action triggered)
5066713 ms ; Button pressed (no action triggered)
5067042 ms ; Button pressed (no action triggered)
5067759 ms ; Button pressed (no action triggered)
5068161 ms ; Button pressed (no action triggered)
5068430 ms ; Button pressed (no action triggered)
5068726 ms ; Button pressed (no action triggered)
5068994 ms ; Button pressed (no action triggered)
5069178 ms ; Button pressed (no action triggered)
5069442 ms ; Button pressed (no action triggered)
5072907 ms ; Button pressed (no action triggered)
5073145 ms ; Button pressed (no action triggered)
5075113 ms ; Button pressed (no action triggered)
5077062 ms ; Button pressed (no action triggered)
5083326 ms ; Button pressed (no action triggered)
5083724 ms ; Button pressed (no action triggered)
5084107 ms ; Button pressed (no action triggered)
5084503 ms ; Button pressed (no action triggered)
5085202 ms ; Button pressed (no action triggered)
5085821 ms ; Button pressed (no action triggered)
5086065 ms ; Button pressed (no action triggered)
5086423 ms ; Button pressed (no action triggered)
5086664 ms ; Button pressed (no action triggered)
5086942 ms ; Button pressed (no action triggered)
5087168 ms ; Button pressed (no action triggered)
5087618 ms ; Button pressed (no action triggered)
5088120 ms ; Button pressed (no action triggered)
5088358 ms ; Button pressed (no action triggered)
5115772 ms ; Button pressed - Motor activated
5117670 ms ; Button pressed (while motor running)
5117989 ms ; Button pressed (while motor running)
5118252 ms ; Button pressed (while motor running)
5118495 ms ; Button pressed (while motor running)
5118709 ms ; Button pressed (while motor running)
5119835 ms ; Motor stopped - Micro switch triggered
5123833 ms ; Button pressed (no action triggered)
5125242 ms ; Button pressed (no action triggered)
5125835 ms ; Button pressed (no action triggered)
5126275 ms ; Button pressed (no action triggered)
5126546 ms ; Button pressed (no action triggered)
5126790 ms ; Button pressed (no action triggered)
5135889 ms ; Button pressed (no action triggered)
5138255 ms ; Button pressed (no action triggered)
5138529 ms ; Button pressed (no action triggered)
5138714 ms ; Button pressed (no action triggered)
5140528 ms ; Button pressed (no action triggered)
5151650 ms ; Button pressed - Motor activated
5153074 ms ; Button pressed (while motor running)
5155649 ms ; Motor stopped - Micro switch triggered
5184039 ms ; Button pressed (no action triggered)
5187514 ms ; Button pressed - Motor activated
5191562 ms ; Motor stopped - Micro switch triggered
5270829 ms ; Button pressed - Motor activated
5274860 ms ; Motor stopped - Micro switch triggered
5274934 ms ; Button pressed (no action triggered)
5277670 ms ; Button pressed (no action triggered)
5277923 ms ; Button pressed (no action triggered)
5278190 ms ; Button pressed (no action triggered)
5280125 ms ; Button pressed (no action triggered)
5335673 ms ; Button pressed - Motor activated
5339698 ms ; Motor stopped - Micro switch triggered
5352583 ms ; Button pressed (no action triggered)
5355249 ms ; Button pressed (no action triggered)
5554004 ms ; Button pressed - Motor activated
5558048 ms ; Motor stopped - Micro switch triggered
5562869 ms ; Button pressed (no action triggered)
5585712 ms ; Button pressed (no action triggered)
5587894 ms ; Button pressed (no action triggered)
5588296 ms ; Button pressed - Motor activated
5592315 ms ; Motor stopped - Micro switch triggered
5682344 ms ; Button pressed - Motor activated
5686387 ms ; Motor stopped - Micro switch triggered
5688862 ms ; Button pressed (no action triggered)
5689578 ms ; Button pressed (no action triggered)
5690562 ms ; Button pressed (no action triggered)
5691057 ms ; Button pressed (no action triggered)
5693037 ms ; Button pressed (no action triggered)
5694206 ms ; Button pressed (no action triggered)
5732493 ms ; Button pressed - Motor activated
5733644 ms ; Button pressed (while motor running)
5734009 ms ; Button pressed (while motor running)
5734342 ms ; Button pressed (while motor running)
5734697 ms ; Button pressed (while motor running)
5735053 ms ; Button pressed (while motor running)
5735459 ms ; Button pressed (while motor running)
5735780 ms ; Button pressed (while motor running)
5736161 ms ; Button pressed (while motor running)
5736484 ms ; Motor stopped - Micro switch triggered
5736550 ms ; Button pressed (no action triggered)
5736915 ms ; Button pressed (no action triggered)
5737365 ms ; Button pressed (no action triggered)
5739746 ms ; Button pressed (no action triggered)
5742151 ms ; Button pressed (no action triggered)
5743577 ms ; Button pressed (no action triggered)
5745476 ms ; Button pressed (no action triggered)
5759077 ms ; Button pressed (no action triggered)
5761566 ms ; Button pressed (no action triggered)
5763943 ms ; Button pressed (no action triggered)
5765634 ms ; Button pressed (no action triggered)
5766085 ms ; Button pressed (no action triggered)
5766542 ms ; Button pressed - Motor activated
5768836 ms ; Button pressed (while motor running)
5770601 ms ; Motor stopped - Micro switch triggered
5771269 ms ; Button pressed (no action triggered)
5773827 ms ; Button pressed (no action triggered)
5776073 ms ; Button pressed (no action triggered)
5778379 ms ; Button pressed (no action triggered)
5778830 ms ; Button pressed (no action triggered)
5779109 ms ; Button pressed (no action triggered)
5779358 ms ; Button pressed (no action triggered)
5779576 ms ; Button pressed (no action triggered)
5779821 ms ; Button pressed (no action triggered)
5780630 ms ; Button pressed (no action triggered)
5780915 ms ; Button pressed (no action triggered)
5781161 ms ; Button pressed (no action triggered)
5781470 ms ; Button pressed (no action triggered)
5782210 ms ; Button pressed (no action triggered)
5783666 ms ; Button pressed (no action triggered)
5821839 ms ; Button pressed - Motor activated
5825851 ms ; Motor stopped - Micro switch triggered
5910517 ms ; Button pressed - Motor activated
5914565 ms ; Motor stopped - Micro switch triggered
5919234 ms ; Button pressed (no action triggered)
5920038 ms ; Button pressed (no action triggered)
5920746 ms ; Button pressed (no action triggered)
5922938 ms ; Button pressed (no action triggered)
5923402 ms ; Button pressed (no action triggered)
5925942 ms ; Button pressed (no action triggered)
5926634 ms ; Button pressed (no action triggered)
5931239 ms ; Button pressed (no action triggered)
5946488 ms ; Button pressed - Motor activated
5948115 ms ; Button pressed (while motor running)
5948850 ms ; Button pressed (while motor running)
5949530 ms ; Button pressed (while motor running)
5950542 ms ; Motor stopped - Micro switch triggered
5951200 ms ; Button pressed (no action triggered)
5951459 ms ; Button pressed (no action triggered)
5952174 ms ; Button pressed (no action triggered)
5952389 ms ; Button pressed (no action triggered)
5952617 ms ; Button pressed (no action triggered)
5952819 ms ; Button pressed (no action triggered)
5954480 ms ; Button pressed (no action triggered)
5955637 ms ; Button pressed (no action triggered)
5973841 ms ; Button pressed (no action triggered)
5974346 ms ; Button pressed (no action triggered)
5974877 ms ; Button pressed (no action triggered)
5975993 ms ; Button pressed (no action triggered)
5986600 ms ; Button pressed - Motor activated
5987959 ms ; Button pressed (while motor running)
5989172 ms ; Button pressed (while motor running)
5990607 ms ; Motor stopped - Micro switch triggered
5991231 ms ; Button pressed (no action triggered)
5996395 ms ; Button pressed (no action triggered)
5996956 ms ; Button pressed (no action triggered)
5997237 ms ; Button pressed (no action triggered)
5997446 ms ; Button pressed (no action triggered)
5997688 ms ; Button pressed (no action triggered)
5997962 ms ; Button pressed (no action triggered)
5998685 ms ; Button pressed (no action triggered)
5999027 ms ; Button pressed (no action triggered)
5999369 ms ; Button pressed (no action triggered)
5999649 ms ; Button pressed (no action triggered)
5999884 ms ; Button pressed (no action triggered)
6000119 ms ; Button pressed (no action triggered)
6000393 ms ; Button pressed (no action triggered)
6000693 ms ; Button pressed (no action triggered)
6001520 ms ; Button pressed (no action triggered)
6002828 ms ; Button pressed (no action triggered)
6003179 ms ; Button pressed (no action triggered)
6004195 ms ; Button pressed (no action triggered)
6004665 ms ; Button pressed (no action triggered)
6004888 ms ; Button pressed (no action triggered)
6004998 ms ; Button pressed (no action triggered)
6005291 ms ; Button pressed (no action triggered)
6005603 ms ; Button pressed (no action triggered)
6005740 ms ; Button pressed (no action triggered)
6006035 ms ; Button pressed (no action triggered)
6006374 ms ; Button pressed (no action triggered)
6006768 ms ; Button pressed (no action triggered)
6007014 ms ; Button pressed (no action triggered)
6007315 ms ; Button pressed (no action triggered)
6007605 ms ; Button pressed (no action triggered)
6008151 ms ; Button pressed (no action triggered)
6008870 ms ; Button pressed (no action triggered)
6009271 ms ; Button pressed (no action triggered)
6009574 ms ; Button pressed (no action triggered)
6010121 ms ; Button pressed (no action triggered)
6010403 ms ; Button pressed (no action triggered)
6010762 ms ; Button pressed (no action triggered)
6011586 ms ; Button pressed (no action triggered)
6012139 ms ; Button pressed (no action triggered)
6012473 ms ; Button pressed (no action triggered)
6012892 ms ; Button pressed (no action triggered)
6013176 ms ; Button pressed (no action triggered)
6013681 ms ; Button pressed (no action triggered)
6014275 ms ; Button pressed (no action triggered)
6014534 ms ; Button pressed (no action triggered)
6015294 ms ; Button pressed (no action triggered)
6030067 ms ; Button pressed - Motor activated
6034142 ms ; Motor stopped - Micro switch triggered
6089102 ms ; Button pressed - Motor activated
6093070 ms ; Motor stopped - Micro switch triggered
6100306 ms ; Button pressed (no action triggered)
6102917 ms ; Button pressed (no action triggered)
6104552 ms ; Button pressed (no action triggered)
6107408 ms ; Button pressed (no action triggered)
6110532 ms ; Button pressed (no action triggered)
6117355 ms ; Button pressed (no action triggered)
6117696 ms ; Button pressed (no action triggered)
6118017 ms ; Button pressed (no action triggered)
6118521 ms ; Button pressed (no action triggered)
6120324 ms ; Button pressed (no action triggered)
6120921 ms ; Button pressed (no action triggered)
6124288 ms ; Button pressed - Motor activated
6128319 ms ; Motor stopped - Micro switch triggered
6154020 ms ; Button pressed (no action triggered)
6165145 ms ; Button pressed - Motor activated
6167183 ms ; Button pressed (while motor running)
6169202 ms ; Motor stopped - Micro switch triggered
6173264 ms ; Button pressed (no action triggered)
6173948 ms ; Button pressed (no action triggered)
6174204 ms ; Button pressed (no action triggered)
6174486 ms ; Button pressed (no action triggered)
6174801 ms ; Button pressed (no action triggered)
6175144 ms ; Button pressed (no action triggered)
6175467 ms ; Button pressed (no action triggered)
6175761 ms ; Button pressed (no action triggered)
6176054 ms ; Button pressed (no action triggered)
6179108 ms ; Button pressed (no action triggered)
6184488 ms ; Button pressed (no action triggered)
6189523 ms ; Button pressed (no action triggered)
6199256 ms ; Button pressed - Motor activated
6202515 ms ; Button pressed (while motor running)
6203265 ms ; Motor stopped - Micro switch triggered
6205195 ms ; Button pressed (no action triggered)
6220005 ms ; Button pressed (no action triggered)
6221662 ms ; Button pressed (no action triggered)
6224615 ms ; Button pressed (no action triggered)
6252533 ms ; Button pressed - Motor activated
6253609 ms ; Button pressed (while motor running)
6254787 ms ; Button pressed (while motor running)
6255819 ms ; Button pressed (while motor running)
6256574 ms ; Motor stopped - Micro switch triggered
6257017 ms ; Button pressed (no action triggered)
6258713 ms ; Button pressed (no action triggered)
6260660 ms ; Button pressed (no action triggered)
6261345 ms ; Button pressed (no action triggered)
6262496 ms ; Button pressed (no action triggered)
6263402 ms ; Button pressed (no action triggered)
6263871 ms ; Button pressed (no action triggered)
6264264 ms ; Button pressed (no action triggered)
6264838 ms ; Button pressed (no action triggered)
6284963 ms ; Button pressed (no action triggered)
6285284 ms ; Button pressed (no action triggered)
6285649 ms ; Button pressed (no action triggered)
6298931 ms ; Button pressed - Motor activated
6302916 ms ; Motor stopped - Micro switch triggered
6336439 ms ; Button pressed - Motor activated
6337660 ms ; Button pressed (while motor running)
6338026 ms ; Button pressed (while motor running)
6338343 ms ; Button pressed (while motor running)
6338617 ms ; Button pressed (while motor running)
6338844 ms ; Button pressed (while motor running)
6340478 ms ; Motor stopped - Micro switch triggered
6341342 ms ; Button pressed (no action triggered)
6341780 ms ; Button pressed (no action triggered)
6342571 ms ; Button pressed (no action triggered)
6343070 ms ; Button pressed (no action triggered)
6343775 ms ; Button pressed (no action triggered)
6344123 ms ; Button pressed (no action triggered)
6344470 ms ; Button pressed (no action triggered)
6345223 ms ; Button pressed (no action triggered)
6346297 ms ; Button pressed (no action triggered)
6388502 ms ; Button pressed - Motor activated
6389765 ms ; Button pressed (while motor running)
6391485 ms ; Button pressed (while motor running)
